cohort,cohort_years,dod_occ_code_level,dod_occ_code,ind_level,industry,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_earn,status_y5_earn,status_y10_earn
0,16,2,13X,N,51,139,107,,25850,35030,,40360,47500,,57900,67630,,1,1,5,1,1,5
0,16,2,13X,N,52,190,132,,24650,30900,,34570,43370,,46270,58130,,1,1,5,1,1,5
0,16,2,13X,N,53,130,78,,19500,31460,,30900,39580,,44620,53120,,1,1,5,1,1,5
0,16,2,13X,N,54,887,548,176,32350,37180,40660,49780,56940,69270,69240,77970,90160,1,1,1,1,1,1
0,16,2,13X,N,55,104,66,,22610,29450,,34860,40180,,50370,60460,,1,1,5,1,1,5
0,16,2,13X,N,56,1021,486,123,21620,25120,31770,31100,39460,48570,46540,62040,77990,1,1,1,1,1,1
0,16,2,13X,N,61,345,362,106,28220,29940,39920,40850,43430,53450,54380,57730,70360,1,1,1,1,1,1
0,16,2,13X,N,62,2682,1828,211,24050,30950,35940,34720,44240,52370,50970,61930,74730,1,1,1,1,1,1
0,16,2,13X,N,71,82,,,18020,,,23880,,,33480,,,1,5,5,1,5,5
0,16,2,13X,N,72,363,188,,16990,18770,,21660,24860,,30810,33140,,1,1,5,1,1,5
0,16,2,13X,N,81,201,137,,22290,25440,,35490,44410,,55740,64570,,1,1,5,1,1,5
0,16,2,13X,N,92,506,482,123,26490,34660,37280,35410,45540,48980,44480,58830,69260,1,1,1,1,1,1
0,16,2,13X,N,99,2646,2293,441,34620,41100,50160,42520,51650,63370,54090,65570,83010,1,1,1,1,1,1
0,16,2,14X,A,00,5971,5697,3924,24900,32020,37950,38230,47880,55820,57070,69650,81020,1,1,1,1,1,1
0,16,2,14X,N,11,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,14X,N,21,50,,,31460,,,43460,,,69210,,,1,5,5,1,5,5
0,16,2,14X,N,22,,,,,,,,,,,,,5,5,5,5,5,5
0,16,2,14X,N,23,286,223,123,23250,29700,39880,34120,43050,55430,46540,63420,77990,1,1,1,1,1,1
0,16,2,14X,N,31-33,364,410,282,23820,32110,35290,34170,42090,50860,49400,60930,73390,1,1,1,1,1,1
0,16,2,14X,N,42,175,169,108,28360,32240,37300,37420,44350,55350,54090,66030,76170,1,1,1,1,1,1
0,16,2,14X,N,44-45,546,380,208,17820,20880,23620,23570,28340,32900,32950,42000,53120,1,1,1,1,1,1
0,16,2,14X,N,48-49,195,170,142,20350,28470,26630,30980,42810,41140,45970,60890,56990,1,1,1,1,1,1
0,16,2,14X,N,51,167,148,91,28790,34860,47770,42520,56710,62230,64770,80200,93770,1,1,1,1,1,1
0,16,2,14X,N,52,119,138,101,21120,28630,35830,28560,41880,50740,42700,55120,77420,1,1,1,1,1,1
0,16,2,14X,N,53,53,77,,19490,20900,,25870,32130,,43680,46630,,1,1,5,1,1,5
0,16,2,14X,N,54,1106,846,466,41640,49470,51090,62470,71450,74990,87940,96960,105600,1,1,1,1,1,1
0,16,2,14X,N,55,74,54,60,27000,36010,41140,43050,50820,63290,65850,76760,94790,1,1,1,1,1,1
0,16,2,14X,N,56,772,510,298,22780,25170,26740,35370,40910,42530,54780,67210,63160,1,1,1,1,1,1
0,16,2,14X,N,61,327,347,258,26030,33260,38380,42460,47050,52190,56250,61970,66870,1,1,1,1,1,1
0,16,2,14X,N,62,199,306,293,20100,24350,30420,26910,33550,43510,37080,47770,62270,1,1,1,1,1,1
0,16,2,14X,N,71,86,63,,18100,21280,,27280,37930,,41000,61870,,1,1,5,1,1,5
0,16,2,14X,N,72,173,135,97,15360,17690,18510,19850,22790,25980,28430,31140,40900,1,1,1,1,1,1
0,16,2,14X,N,81,91,92,57,20590,25760,29990,30790,35290,42330,49050,46940,56840,1,1,1,1,1,1
0,16,2,14X,N,92,353,411,313,28190,36030,41290,36330,45390,54350,45770,59440,70600,1,1,1,1,1,1
0,16,2,14X,N,99,762,1096,878,35190,46010,52730,44530,59630,71990,62520,77130,91290,1,1,1,1,1,1
0,16,2,15X,A,00,46280,40530,24000,25040,32850,37310,37330,47250,53470,55100,68150,77350,1,1,1,1,1,1
0,16,2,15X,N,11,68,61,,18710,20520,,23950,35290,,29450,49240,,1,1,5,1,1,5
0,16,2,15X,N,21,332,227,152,36040,49760,54490,52460,68840,81020,72930,90920,113300,1,1,1,1,1,1
0,16,2,15X,N,22,121,174,122,28040,40360,51300,37580,56120,67850,52430,79110,86330,1,1,1,1,1,1
0,16,2,15X,N,23,1353,987,474,22720,28220,35190,32600,40980,48120,47990,61080,70980,1,1,1,1,1,1
0,16,2,15X,N,31-33,3041,2505,1423,25770,31720,34980,36680,45280,51840,52030,63470,73520,1,1,1,1,1,1
0,16,2,15X,N,42,1562,1306,773,24570,29670,33460,34740,41070,47450,49110,58400,68710,1,1,1,1,1,1
0,16,2,15X,N,44-45,3752,2324,1176,17810,20840,23610,24700,29490,34400,35780,43210,51810,1,1,1,1,1,1
0,16,2,15X,N,48-49,2368,1593,923,22970,28360,32660,32580,41440,47140,46780,59760,64650,1,1,1,1,1,1
0,16,2,15X,N,51,1258,1023,489,28130,34540,40670,43120,51060,57910,66410,77920,82730,1,1,1,1,1,1
0,16,2,15X,N,52,1353,1123,739,23030,30220,34990,32030,41290,49600,43700,57800,70860,1,1,1,1,1,1
0,16,2,15X,N,53,556,418,222,21280,28990,29990,31950,39420,39670,45270,52750,54080,1,1,1,1,1,1
0,16,2,15X,N,54,7407,5106,2378,40100,48650,49450,58230,69230,73690,83470,99530,107600,1,1,1,1,1,1
0,16,2,15X,N,55,483,431,304,25680,32900,38980,39340,50630,63780,61370,77450,89300,1,1,1,1,1,1
0,16,2,15X,N,56,5798,3250,1514,20720,23650,24820,29910,35400,38280,44650,53140,60240,1,1,1,1,1,1
0,16,2,15X,N,61,2020,2049,1424,28670,31190,35170,44700,47630,50010,59070,64900,67810,1,1,1,1,1,1
0,16,2,15X,N,62,1927,2405,1693,20470,23740,28330,28460,33630,39700,38650,46340,56690,1,1,1,1,1,1
0,16,2,15X,N,71,301,231,149,18510,22100,22210,24910,31100,38160,35800,44470,59570,1,1,1,1,1,1
0,16,2,15X,N,72,1113,769,434,16430,18120,19310,21630,24050,27550,31220,36460,41430,1,1,1,1,1,1
0,16,2,15X,N,81,831,647,313,22810,24720,27490,33840,38160,42810,48060,52900,60520,1,1,1,1,1,1
0,16,2,15X,N,92,2472,2482,1640,25920,32440,35940,33580,41140,45460,41940,53750,61730,1,1,1,1,1,1
0,16,2,15X,N,99,8123,11390,7595,33990,43570,48360,44190,56230,65000,60890,75380,85420,1,1,1,1,1,1
0,16,2,16X,A,00,49900,41440,25880,24560,32070,36860,36290,46670,52600,52170,64510,72740,1,1,1,1,1,1
0,16,2,16X,N,11,239,118,81,22030,27630,30200,30140,36580,41140,39870,51060,53590,1,1,1,1,1,1
0,16,2,16X,N,21,1009,710,421,38290,50890,60220,54370,72320,82820,74040,97180,110100,1,1,1,1,1,1
0,16,2,16X,N,22,216,275,244,32610,47680,57290,45920,65450,77750,61400,86790,105200,1,1,1,1,1,1
0,16,2,16X,N,23,2998,2282,1233,23410,29380,33370,32620,40610,48710,45160,57050,68090,1,1,1,1,1,1
0,16,2,16X,N,31-33,6063,4815,2869,27120,33680,38970,38690,48420,52550,55500,67080,73700,1,1,1,1,1,1
0,16,2,16X,N,42,3332,2464,1467,27040,34320,38500,37010,46670,53110,48830,62060,72040,1,1,1,1,1,1
0,16,2,16X,N,44-45,5397,3366,1767,18340,22670,24960,24950,31820,37080,34600,44410,52900,1,1,1,1,1,1
0,16,2,16X,N,48-49,5448,3641,1838,28960,35100,37520,41750,50490,52030,59140,68450,69850,1,1,1,1,1,1
0,16,2,16X,N,51,863,811,530,27890,36200,41260,39280,49740,58560,57920,73950,84870,1,1,1,1,1,1
0,16,2,16X,N,52,497,535,342,22030,27830,35290,31490,40730,47220,43840,53750,67330,1,1,1,1,1,1
0,16,2,16X,N,53,1056,649,415,24900,30750,35020,35610,43250,49330,46800,55850,63600,1,1,1,1,1,1
0,16,2,16X,N,54,4139,3395,1776,39470,45530,47140,56180,64600,68290,75310,87090,95390,1,1,1,1,1,1
0,16,2,16X,N,55,444,385,278,24770,31590,39020,37660,48610,56190,55380,72530,79180,1,1,1,1,1,1
0,16,2,16X,N,56,5550,3426,1711,21350,25430,26340,30830,38700,40770,46520,57830,63690,1,1,1,1,1,1
